number,word,phoneme,syllabify,phoneme_syllabify,method
25317,sini,sini,si.ni,si.ni,manual
25318,sinisme,sinismə,si.nis.me,si.nis.mə,manual
25319,sinis,sinis,si.nis,si.nis,manual
25320,sinkronisasi,sinʔronisasi,sin.kro.ni.sa.si,sin.ʔro.ni.sa.si,manual
25321,sinonim,sinonim,si.no.nim,si.no.nim,manual
25322,sintaksis,sintaʔsis,sin.tak.sis,sin.taʔ.sis,manual
25323,sintal,sintal,sin.tal,sin.tal,manual
25324,sintesis,sintesis,sin.te.sis,sin.te.sis,manual
25325,sintetik,sintetiʔ,sin.te.tik,sin.te.tiʔ,manual
25326,sintetis,sintetis,sin.te.tis,sin.te.tis,manual
25327,sinting,sintiŋ,sin.ting,sin.tiŋ,manual
25328,sinus,sinus,si.nus,si.nus,manual
25329,sinyal,siɲal,si.nyal,si.ɲal,manual
25330,siong,sioŋ,si.ong,si.oŋ,manual
25331,sipesan,sipəsan,si.pe.san,si.pə.san,manual
25332,sipil,sipil,si.pil,si.pil,manual
25333,sipir,sipir,si.pir,si.pir,manual
25334,sipit,sipit,si.pit,si.pit,manual
25335,sipu,sipu,si.pu,si.pu,manual
25336,siput,siput,si.put,si.put,manual
25337,siram,siram,si.ram,si.ram,manual
25338,sirap,sirap,si.rap,si.rap,manual
25339,siratan,siratan,si.rat.an,si.rat.an,manual
25340,sirat,sirat,si.rat,si.rat,manual
25341,sirene,sirenə,si.re.ne,si.re.nə,manual
25342,sirih,sirih,si.rih,si.rih,manual
25343,sirip,sirip,si.rip,si.rip,manual
25344,siri,siri,si.ri,si.ri,manual
25345,sirkit,sirkit,sir.kit,sir.kit,LLM
25346,sirkulasi,sirkulasi,sir.ku.la.si,sir.ku.la.si,manual
25347,sirkuler,sirkuler,sir.ku.ler,sir.ku.ler,manual
25348,sirkus,sirkus,sir.kus,sir.kus,manual
25349,sisa,sisa,si.sa,si.sa,manual
25350,si,si,si,si,LLM
25351,sisik,sisiʔ,si.sik,si.siʔ,manual
25352,sisipan,sisipan,si.si.pan,si.si.pan,LLM
25353,sisip,sisip,si.sip,si.sip,manual
25354,sisir,sisir,si.sir,si.sir,manual
25355,sisi,sisi,si.si,si.si,manual
25356,sistematika,sistematika,sis.te.ma.ti.ka,sis.te.ma.ti.ka,manual
25357,sistematik,sistematiʔ,sis.te.ma.tik,sis.te.ma.tiʔ,manual
25358,sistematis,sistematis,sis.te.ma.tis,sis.te.ma.tis,manual
25359,sistem,sistem,sis.tem,sis.tem,manual
25360,siswa,siswa,sis.wa,sis.wa,manual
25361,siswi,siswi,sis.wi,sis.wi,manual
25362,sitaan,sitaʔan,si.ta.an,si.ta.ʔan,LLM
25363,sita,sita,si.ta,si.ta,manual
25364,siter,sitər,si.ter,si.tər,manual
25365,siti,siti,si.ti,si.ti,manual
25366,sitrat,sitrat,sit.rat,sit.rat,manual
25367,situasi,situasi,si.tu.a.si,si.tu.a.si,manual
25368,situlah,situlah,si.tu.lah,si.tu.lah,LLM
25369,situ,situ,si.tu,si.tu,manual
25370,situs,situs,si.tus,si.tus,manual
25371,siul,siul,si.ul,si.ul,manual
25372,siurnya,siurɲa,siur.nya,siur.ɲa,LLM
25373,siur,siur,si.ur,si.ur,manual
25374,skala,skala,ska.la,ska.la,manual
25375,skandal,skandal,skan.dal,skan.dal,manual
25376,skema,skema,ske.ma,ske.ma,manual
25377,skematis,skematis,ske.ma.tis,ske.ma.tis,manual
25378,skenario,skenario,ske.na.rio,ske.na.rio,manual
25379,skeptis,skeptis,skep.tis,skep.tis,manual
25380,sketsa,sketsa,sket.sa,sket.sa,manual
25381,skil,skil,ski.l,ski.l,LLM
25382,skim,skim,skim,skim,LLM
25383,ski,ski,ski,ski,LLM
25384,skop,skop,skop,skop,LLM
25385,skor,skor,skor,skor,LLM
25386,skripsi,sʔripsi,skrip.si,sʔrip.si,manual
25387,skrip,sʔrip,skrip,sʔrip,LLM
25388,skuter,skutər,sku.ter,sku.tər,manual
25389,slam,slam,sla.m,sla.m,LLM
25390,slang,slaŋ,slang,slaŋ,LLM
25391,slogan,slogan,slo.gan,slo.gan,manual
25392,slot,slot,s.lot,s.lot,LLM
25393,sma,sma,s.ma,s.ma,LLM
25394,snek,sneʔ,s.nek,s.neʔ,LLM
25395,soalkan,soalkan,so.al.kan,so.al.kan,LLM
25396,soalnya,soalɲa,so.al.nya,so.al.ɲa,LLM
25397,soal,soal,so.al,so.al,manual
25398,soba,soba,so.ba,so.ba,manual
25399,sobat,sobat,so.bat,so.bat,manual
25400,sobek,sobeʔ,so.bek,so.beʔ,manual
25401,soda,soda,so.da,so.da,manual
25402,sodok,sodoʔ,so.dok,so.doʔ,manual
25403,sogokan,sogokan,so.gok.an,so.gok.an,manual
25404,sogok,sogoʔ,so.gok,so.goʔ,manual
25405,sokoguru,sokoguru,so.ko.gu.ru,so.ko.gu.ru,LLM
25406,sokongan,sokoŋan,so.kong.an,so.koŋ.an,manual
25407,sokong,sokoŋ,so.kong,so.koŋ,manual
25408,soko,soko,so.ko,so.ko,LLM
25409,sok,soʔ,so.k,so.ʔ,LLM
25410,solar,solar,so.lar,so.lar,manual
25411,solat,solat,so.lat,so.lat,LLM
25412,solder,solder,sol.der,sol.der,manual
25413,solder,soldər,sol.der,sol.dər,manual
25414,soleh,soleh,so.leh,so.leh,LLM
25415,solek,soleʔ,so.lek,so.leʔ,manual
25416,solidaritas,solidaritas,so.li.da.ri.tas,so.li.da.ri.tas,manual
25417,solider,solider,so.li.der,so.li.der,manual
25418,solok,soloʔ,so.lok,so.loʔ,manual
25419,solo,solo,so.lo,so.lo,LLM
25420,sol,sol,sol,sol,LLM
25421,solusi,solusi,so.lu.si,so.lu.si,manual
25422,sombong,somboŋ,som.bong,som.boŋ,manual
25423,sompret,sompret,som.pret,som.pret,manual
25424,som,som,so.mʔ,so.m,LLM
25425,sonar,sonar,so.nar,so.nar,manual
25426,sonata,sonata,so.na.ta,so.na.ta,manual
25427,soneta,soneta,so.ne.ta,so.ne.ta,manual
25428,songsang,soŋsaŋ,so.ngsang,so.ŋsaŋ,LLM
25429,sontak,sontaʔ,son.tak,son.taʔ,manual
25430,sontekan,sontekan,son.tek.an,son.tek.an,manual
25431,sopan,sopan,so.pan,so.pan,manual
25432,sopir,sopir,so.pir,so.pir,manual
25433,sopran,sopran,sop.ran,sop.ran,manual
25434,sop,sop,sop,sop,LLM
25435,sorai,sorai,so.ra.i,so.ra.i,LLM
25436,sorakan,sorakan,so.ra.kan,so.ra.kan,LLM
25437,sorak,soraʔ,so.rak,so.raʔ,manual
25438,sore,sore,so.re,so.re,manual
25439,sorok,soroʔ,so.rok,so.roʔ,manual
25440,sorong,soroŋ,so.rong,so.roŋ,manual
25441,sorotan,sorotan,so.rot.an,so.rot.an,manual
25442,sorot,sorot,so.rot,so.rot,manual
25443,sosialisasi,sosialisasi,so.si.a.li.sa.si,so.si.a.li.sa.si,manual
25444,sosialisme,sosialismə,so.si.a.lis.me,so.si.a.lis.mə,manual
25445,sosialis,sosialis,so.si.a.lis,so.si.a.lis,manual
25446,sosialistis,sosialistis,so.si.a.lis.tis,so.si.a.lis.tis,manual
25447,sosial,sosial,so.si.al,so.si.al,manual
25448,sosiobudaya,sosiobudaja,so.si.o.bu.da.ya,so.si.o.bu.da.ja,LLM
25449,sosiologi,sosiologi,so.si.o.lo.gi,so.si.o.lo.gi,manual
25450,sosiologis,sosiologis,so.si.o.lo.gis,so.si.o.lo.gis,manual
25451,sosiolog,sosiolog,so.si.o.log,so.si.o.log,manual
25452,sosiopolitik,sosiopolitiʔ,so.si.o.po.li.tik,so.si.o.po.li.tiʔ,LLM
25453,sosis,sosis,so.sis,so.sis,manual
25454,sosok,sosoʔ,so.sok,so.soʔ,manual
25455,sos,sos,so.sʔ,so.s,LLM
25456,sotoh,sotoh,so.toh,so.toh,manual
25457,sotong,sotoŋ,so.tong,so.toŋ,manual
25458,soto,soto,so.to,so.to,manual
25459,spageti,spageti,spa.ge.ti,spa.ge.ti,manual
25460,spanduk,spanduʔ,span.duk,span.duʔ,manual
25461,spanyol,spaɲol,spa.nyol,spa.ɲol,LLM
25462,spasi,spasi,spa.si,spa.si,manual
25463,spektrum,speʔtrum,spek.trum,speʔ.trum,manual
25464,spekulan,spekulan,spe.ku.lan,spe.ku.lan,manual
25465,spekulasi,spekulasi,spe.ku.la.si,spe.ku.la.si,manual
25466,spekulator,spekulator,spe.ku.la.tor,spe.ku.la.tor,manual
25467,sperma,sperma,sper.ma,sper.ma,manual
25468,spesialisasi,spesialisasi,spe.si.a.li.sa.si,spe.si.a.li.sa.si,manual
25469,spesialis,spesialis,spe.si.a.lis,spe.si.a.lis,manual
25470,spesial,spesial,spe.si.al,spe.si.al,manual
25471,spesies,spesies,spe.si.es,spe.si.es,manual
25472,spesifikasi,spesifikasi,spe.si.fi.ka.si,spe.si.fi.ka.si,manual
25473,spesifik,spesifiʔ,spe.si.fik,spe.si.fiʔ,manual
25474,spionase,spionasə,spi.o.na.se,spi.o.na.sə,manual
25475,spion,spion,spi.on,spi.on,manual
25476,spiral,spiral,spi.ral,spi.ral,LLM
25477,spiritualitas,spiritualitas,spi.ri.tua.li.tas,spi.ri.tua.li.tas,LLM
25478,spiritual,spiritual,spi.ri.tu.al,spi.ri.tu.al,manual
25479,sponsor,sponsor,spon.sor,spon.sor,manual
25480,spons,spons,spons.pons,spons.,LLM
25481,spontanitas,spontanitas,spon.ta.ni.tas,spon.ta.ni.tas,manual
25482,spontan,spontan,spon.tan,spon.tan,manual
25483,sporadis,sporadis,spo.ra.dis,spo.ra.dis,manual
25484,sportif,sportif,spor.tif,spor.tif,manual
25485,sport,sport,s.port,s.port,LLM
25486,sripanggung,sripaŋguŋ,sri.pang.gung,sri.paŋ.guŋ,manual
25487,sri,sri,sri,sri,LLM
25488,stabilisasi,stabilisasi,sta.bi.li.sa.si,sta.bi.li.sa.si,manual
25489,stabilisator,stabilisator,sta.bi.li.sa.tor,sta.bi.li.sa.tor,manual
25490,stabilitas,stabilitas,sta.bi.li.tas,sta.bi.li.tas,manual
25491,stabil,stabil,sta.bil,sta.bil,manual
25492,stadion,stadion,sta.di.on,sta.di.on,manual
25493,staf,staf,staf,staf,LLM
25494,stagnasi,stagnasi,stag.na.si,stag.na.si,manual
25495,stamina,stamina,sta.mi.na,sta.mi.na,manual
25496,standardisasi,standardisasi,stan.dar.di.sa.si,stan.dar.di.sa.si,manual
25497,standar,standar,stan.dar,stan.dar,manual
25498,stan,stan,stan,stan,LLM
25499,stasi,stasi,sta.si,sta.si,manual
25500,stasiun,stasiun,sta.si.un,sta.si.un,manual
25501,statik,statiʔ,sta.tik,sta.tiʔ,LLM
25502,statis,statis,sta.tis,sta.tis,manual
25503,statistik,statistiʔ,sta.tis.tik,sta.tis.tiʔ,manual
25504,status,status,sta.tus,sta.tus,manual
25505,statuta,statuta,sta.tu.ta,sta.tu.ta,manual
25506,steker,stekər,ste.ker,ste.kər,manual
25507,stempel,stempəl,stem.pel,stem.pəl,manual
25508,stenografi,stenografi,ste.no.gra.fi,ste.no.gra.fi,manual
25509,steno,steno,ste.no,ste.no,manual
25510,stensil,stensil,sten.sil,sten.sil,manual
25511,stereograf,stereograf,ste.re.o.graf,ste.re.o.graf,manual
25512,stereoskop,stereoskop,ste.re.o.skop,ste.re.o.skop,manual
25513,stereo,stereo,ste.reo,ste.reo,manual
25514,stereotip,stereotip,ste.re.o.tip,ste.re.o.tip,manual
25515,sterilisasi,sterilisasi,ste.ri.li.sa.si,ste.ri.li.sa.si,manual
25516,steril,steril,ste.ril,ste.ril,manual
25517,stesen,stesən,ste.sen,ste.sən,LLM
25518,stetoskop,stetoskop,ste.to.skop,ste.to.skop,manual
25519,stigma,stigma,stig.ma,stig.ma,manual
25520,stimulasi,stimulasi,sti.mu.la.si,sti.mu.la.si,manual
25521,stok,stoʔ,sto.k,sto.ʔ,LLM
25522,stopkontak,stopkontaʔ,stop.kon.tak,stop.kon.taʔ,manual
25523,stoples,stoples,stop.les,stop.les,manual
25524,stor,stor,stor,stor,LLM
25525,strategik,strategiʔ,stra.te.gik,stra.te.giʔ,LLM
25526,strategis,strategis,stra.te.gis,stra.te.gis,manual
25527,strategi,strategi,stra.te.gi,stra.te.gi,manual
25528,strategi,stratəgi,stra.te.gi,stra.tə.gi,manual
25529,stratifikasi,stratifikasi,stra.ti.fi.ka.si,stra.ti.fi.ka.si,manual
25530,stratosfer,stratosfer,stra.tos.fer,stra.tos.fer,manual
25531,streptokokus,streptokokus,strep.to.ko.kus,strep.to.ko.kus,manual
25532,stres,stres,stres,stres,LLM
25533,strok,stroʔ,stro.k,stro.ʔ,LLM
25534,struktural,struʔtural,struk.tu.ral,struʔ.tu.ral,manual
25535,struktur,struʔtur,struk.tur,struʔ.tur,manual
25536,studinya,studiɲa,stu.di.nya,stu.di.ɲa,LLM
25537,studio,studio,stu.dio,stu.dio,manual
25538,studi,studi,stu.di,stu.di,manual
25539,stupa,stupa,stu.pa,stu.pa,manual
25540,suai,suai,su.ai,su.ai,manual
25541,suaka,suaka,su.a.ka,su.a.ka,manual
25542,suak,suaʔ,su.ak,su.aʔ,manual
25543,suaminya,suamiɲa,sua.mi.nya,sua.mi.ɲa,LLM
25544,suami,suami,su.a.mi,su.a.mi,manual
25545,suam,suam,su.am,su.am,manual
25546,suapan,suapan,su.a.pan,su.a.pan,LLM
25547,suap,suap,su.ap,su.ap,manual
25548,suaranya,suaraɲa,sua.ra.nya,sua.ra.ɲa,LLM
25549,suara,suara,su.a.ra,su.a.ra,manual
25550,suar,suar,su.ar,su.ar,manual
25551,suasana,suasana,su.a.sa.na,su.a.sa.na,manual
25552,sua,sua,su.a,su.a,LLM
25553,suat,suat,su.at,su.at,manual
25554,suatu,suatu,su.a.tu,su.a.tu,manual
25555,subahat,subahat,su.ba.hat,su.ba.hat,LLM
25556,subang,subaŋ,su.bang,su.baŋ,manual
25557,subjek,subdʒeʔ,sub.jek,sub.dʒeʔ,manual
25558,subjektif,subdʒeʔtif,sub.jek.tif,sub.dʒe.ʔtif,manual
25559,subordinat,subordinat,sub.or.di.nat,sub.or.di.nat,manual
25560,subsidi,subsidi,sub.si.di,sub.si.di,manual
25561,substitusi,substitusi,sub.sti.tu.si,sub.sti.tu.si,manual
25562,substrat,substrat,sub.strat,sub.strat,manual
25563,subtropik,subtropiʔ,sub.tro.pik,sub.tro.piʔ,manual
25564,subuh,subuh,su.buh,su.buh,manual
25565,subur,subur,su.bur,su.bur,manual
25566,subversif,subversif,sub.ver.sif,sub.ver.sif,manual
25567,subversi,subversi,sub.ver.si,sub.ver.si,manual
25568,suci,sutʃi,su.ci,su.tʃi,manual
25569,sudah,sudah,su.dah,su.dah,manual
25570,sudip,sudip,su.dip,su.dip,manual
25571,sudi,sudi,su.di,su.di,manual
25572,sudu,sudu,su.du,su.du,manual
25573,sudut,sudut,su.dut,su.dut,manual
25574,sufian,sufian,su.fi.an,su.fi.an,LLM
25575,sufi,sufi,su.fi,su.fi,manual
25576,sugesti,sugesti,su.ges.ti,su.ges.ti,manual
25577,suguhan,suguhan,su.guh.an,su.guh.an,manual
25578,sugul,sugul,su.gul,su.gul,manual
25579,suhu,suhu,su.hu,su.hu,manual
25580,suis,suis,suis.is,suis.,LLM
25581,suit,suit,su.it,su.it,manual
25582,sujud,sudʒud,su.jud,su.dʒud,manual
25583,sukacita,sukatʃita,su.ka.ci.ta,su.ka.tʃ.ita,manual
25584,sukan,sukan,su.kan,su.kan,manual
25585,sukarela,sukarela,su.ka.re.la,su.ka.re.la,manual
25586,sukarelawan,sukarelawan,su.ka.re.la.wan,su.ka.re.la.wan,manual
25587,sukaria,sukaria,su.ka.ria,su.ka.ria,manual
25588,sukarnya,sukarɲa,su.kar.nya,su.kar.ɲa,LLM
25589,sukar,sukar,su.kar,su.kar,manual
25590,suka,suka,su.ka,su.ka,LLM
25591,sukatan,sukatan,su.kat.an,su.kat.an,manual
25592,sukat,sukat,su.kat,su.kat,manual
25593,sukma,suʔma,suk.ma,suʔ.ma,manual
25594,sukses,suʔses,suk.ses,suʔ.ses,manual
25595,sukun,sukun,su.kun,su.kun,manual
25596,sukunya,sukuɲa,su.ku.nya,su.ku.ɲa,LLM
25597,suku,suku,su.ku,su.ku,manual
25598,sulah,sulah,su.lah,su.lah,manual
25599,sulam,sulam,su.lam,su.lam,manual
25600,sulang,sulaŋ,su.lang,su.laŋ,manual
25601,sulap,sulap,su.lap,su.lap,manual
25602,sula,sula,su.la,su.la,manual
25603,sulfat,sulfat,sul.fat,sul.fat,manual
25604,sulfur,sulfur,sul.fur,sul.fur,manual
25605,suling,suliŋ,su.ling,su.liŋ,manual
25606,sulitnya,sulitɲa,su.liʔ.t.nya,su.lit.ɲ.a,LLM
25607,sulit,sulit,su.lit,su.lit,manual
25608,sultan,sultan,sul.tan,sul.tan,manual
25609,suluh,suluh,su.luh,su.luh,manual
25610,suluk,suluʔ,su.luk,su.luʔ,manual
25611,sulungnya,suluŋɲa,su.lung.nya,su.luŋ.ɲa,LLM
25612,sulung,suluŋ,su.lung,su.luŋ,manual
25613,sulur,sulur,su.lur,su.lur,manual
25614,sulu,sulu,su.lu,su.lu,LLM
25615,sumbangan,sumbaŋan,sum.bang.an,sum.baŋ.an,manual
25616,sumbang,sumbaŋ,sum.bang,sum.baŋ,manual
25617,sumbat,sumbat,sum.bat,sum.bat,manual
25618,sumber,sumbər,sum.ber,sum.bər,manual
25619,sumbing,sumbiŋ,sum.bing,sum.biŋ,manual
25620,sumbu,sumbu,sum.bu,sum.bu,manual
25621,sumo,sumo,su.mo,su.mo,manual
25622,sumpah,sumpah,sum.pah,sum.pah,manual
25623,sumpal,sumpal,sum.pal,sum.pal,manual
25624,sumpek,sumpəʔ,sum.pek,sum.pəʔ,manual
25625,sumpit,sumpit,sum.pit,sum.pit,manual
25626,sumsum,sumsum,sum.sum,sum.sum,manual
25627,sumur,sumur,su.mur,su.mur,manual
25628,sunah,sunah,su.nah,su.nah,manual
25629,sunat,sunat,su.nat,su.nat,manual
25630,sundal,sundal,sun.dal,sun.dal,manual
25631,sungai,suŋai,su.ngai,su.ŋai,manual
25632,sungguhnya,suŋguhɲa,sun.gguh.nya,suŋguh.ɲa,LLM
25633,sungguhpun,suŋguhpun,sung.guh.pun,suŋ.guh.pun,manual
25634,sungguh,suŋguh,sung.guh,suŋ.guh,manual
25635,sungkur,suŋkur,sung.kur,suŋ.kur,manual
25636,sunglap,suŋlap,sun.glap,suŋlap,LLM
25637,sungu,suŋu,su.ngu,su.ŋu,manual
25638,sungutan,suŋutan,sun.gu.tan,suŋu.tan,LLM
25639,sungut,suŋut,su.ngut,su.ŋut,manual
25640,sunnah,sunnah,sun.nah,sun.nah,LLM
25641,suntikan,suntikan,sun.tik.an,sun.tik.an,manual
25642,suntik,suntiʔ,sun.tik,sun.tiʔ,manual
25643,suntingan,suntiŋan,sun.ting.an,sun.tiŋ.an,manual
25644,sunting,suntiŋ,sun.ting,sun.tiŋ,manual
25645,sunti,sunti,sun.ti,sun.ti,manual
25646,suntuk,suntuʔ,sun.tuk,sun.tuʔ,manual
25647,sunyi,suɲi,su.nyi,su.ɲi,manual
25648,supai,supai,su.pa.i,su.pa.i,LLM
25649,supaya,supaja,su.pa.ya,su.pa.ja,manual
25650,supel,supəl,su.pel,su.pəl,manual
25651,superior,supərior,su.pe.ri.or,su.pə.ri.or,manual
25652,superkonduktor,supərkonduʔtor,su.per.kon.duk.tor,su.pər.kon.duʔ.tor,manual
25653,superlatif,supərlatif,su.per.la.tif,su.pər.la.tif,manual
25654,superskrip,supərsʔrip,su.per.skrip,su.pər.sʔrip,manual
25655,supersonik,supərsoniʔ,su.per.so.nik,su.pər.so.niʔ,manual
25656,superstar,supərstar,su.per.star,su.pər.star,manual
25657,super,super,su.per,su.per,manual
25658,super,supər,su.per,su.pər,manual
25659,supervisi,supərvisi,su.per.vi.si,su.pər.vi.si,manual
25660,supir,supir,su.pir,su.pir,LLM
25661,suplai,suplai,sup.lai,sup.lai,manual
25662,suplemen,supləmen,sup.le.men,sup.lə.men,manual
25663,supremasi,supremasi,sup.re.ma.si,sup.re.ma.si,manual
25664,sup,sup,su.p,su.p,LLM
25665,surah,surah,su.rah,su.rah,manual
25666,suram,suram,su.ram,su.ram,manual
25667,surat,surat,su.rat,su.rat,manual
25668,surau,surau,su.rau,su.rau,manual
25669,suraya,suraja,su.ra.ya,su.ra.ja,manual
25670,surealisme,surealismə,su.re.a.lis.me,su.re.a.lis.mə,manual
25671,surga,surga,sur.ga,sur.ga,manual
25672,surgawi,surgawi,sur.ga.wi,sur.ga.wi,manual
25673,suria,suria,su.ri.a,su.ri.a,LLM
25674,surih,surih,su.rih,su.rih,manual
25675,suri,suri,su.ri,su.ri,manual
25676,suruhanjaya,suruhandʒaja,su.ru.han.ja.ya,su.ru.han.dʒ.aja,LLM
25677,suruhan,suruhan,su.ruh.an,su.ruh.an,manual
25678,suruh,suruh,su.ruh,su.ruh,manual
25679,surut,surut,su.rut,su.rut,manual
25680,survei,survei,sur.vei,sur.vei,manual
25681,suryakanta,surjakanta,sur.ya.kan.ta,sur.ja.kan.ta,manual
25682,surya,surja,sur.ya,sur.ja,manual
25683,susahnya,susahɲa,su.sah.nya,su.sah.ɲa,LLM
25684,susah,susah,su.sah,su.sah,manual
25685,susila,susila,su.si.la,su.si.la,manual
25686,sus,sus,su.sʔ,su.s,LLM
25687,suster,sustər,sus.ter,sus.tər,manual
25688,susuh,susuh,su.suh,su.suh,manual
25689,susuk,susuʔ,su.suk,su.suʔ,manual
25690,susulan,susulan,su.su.lan,su.su.lan,LLM
25691,susul,susul,su.sul,su.sul,manual
25692,susunan,susunan,su.sun.an,su.sun.an,manual
25693,susun,susun,su.sun,su.sun,manual
25694,susup,susup,su.sup,su.sup,manual
25695,susur,susur,su.sur,su.sur,manual
25696,susu,susu,su.su,su.su,manual
25697,susutan,susutan,su.su.tan,su.su.tan,LLM
25698,susut,susut,su.sut,su.sut,manual
25699,sutera,sutəra,su.te.ra,su.tə.ra,LLM
25700,sutradara,sutradara,sut.ra.da.ra,sut.ra.da.ra,manual
25701,sutra,sutra,su.tra,su.tra,manual
25702,suvenir,suvənir,su.ve.nir,su.və.nir,manual
25703,swadaya,swadaja,swa.da.ya,swa.da.ja,manual
25704,swadesi,swadesi,swa.de.si,swa.de.si,manual
25705,swakarsa,swakarsa,swa.kar.sa,swa.kar.sa,manual
25706,swalayan,swalajan,swa.la.yan,swa.la.jan,manual
25707,swanama,swanama,swa.na.ma,swa.na.ma,manual
25708,swasta,swasta,swas.ta,swas.ta,manual
25709,sweter,swetər,swe.ter,swe.tər,manual
25710,swt,swt,swt,swt,LLM
25711,syabas,sjabas,sya.bas,sja.bas,manual
25712,syafaat,sjafaʔat,sya.fa.at,sja.fa.ʔat,manual
25713,syahadan,sjahadan,sya.ha.dan,sja.ha.dan,LLM
25714,syahadat,sjahadat,sya.ha.dat,sja.ha.dat,manual
25715,syahbandar,sjahbandar,syah.ban.dar,sjah.ban.dar,manual
25716,syahid,sjahid,sya.hid,sja.hid,manual
25717,syah,sjah,s.yah,s.jah,LLM
25718,syahwat,sjahwat,syah.wat,sjah.wat,manual
25719,syair,sjair,sya.ir,sja.ir,manual
25720,syaitan,sjaitan,sya.i.tan,sja.i.tan,LLM
25721,syakir,sjakir,sya.kir,sja.kir,manual
25722,syak,sjaʔ,s.yak,s.jaʔ,LLM
25723,syal,sjal,s.yal,s.jal,LLM
25724,syarahan,sjarahan,sya.ra.han,sja.ra.han,LLM
25725,syarak,sjaraʔ,sya.rak,sja.raʔ,manual
25726,syarat,sjarat,sya.rat,sja.rat,manual
25727,syariah,sjariah,sy.a.ri.ah,sj.a.ri.ah,LLM
25728,syariat,sjariat,sya.ri.at,sja.ri.at,manual
25729,syarikat,sjarikat,sya.ri.kat,sja.ri.kat,manual
25730,syarik,sjariʔ,sya.rik,sja.riʔ,manual
25731,syekh,sjeʔh,s.yekh,s.jeʔh,LLM
25732,syirik,sjiriʔ,syi.rik,sji.riʔ,manual
25733,syor,sjor,s.yor,s.jor,LLM
25734,syuhada,sjuhada,syu.ha.da,sju.ha.da,manual
25735,syukuran,sjukuran,syu.ku.ran,sju.ku.ran,LLM
25736,syukur,sjukur,syu.kur,sju.kur,manual
25737,syurga,sjurga,syur.ga,sjur.ga,LLM
25738,syuruk,sjuruʔ,syu.ruk,sju.ruʔ,manual
25739,taat,taʔat,ta.at,ta.ʔat,manual
25740,tabah,tabah,ta.bah,ta.bah,manual
25741,tabal,tabal,ta.bal,ta.bal,manual
25742,tabel,tabel,ta.bel,ta.bel,manual
25743,tabernakel,tabərnakəl,ta.ber.na.kel,ta.bər.na.kəl,manual
25744,tabiat,tabiat,ta.bi.at,ta.bi.at,manual
25745,tabib,tabib,ta.bib,ta.bib,manual
25746,tabii,tabiʔi,ta.bii,ta.biʔi,manual
25747,tabik,tabiʔ,ta.bik,ta.biʔ,manual
25748,tabir,tabir,ta.bir,ta.bir,manual
25749,tablet,tablet,tab.let,tab.let,manual
25750,tablo,tablo,tab.lo,tab.lo,manual
25751,tabrakan,tabrakan,tab.rak.an,tab.rak.an,manual
25752,tabrak,tabraʔ,tab.rak,tab.raʔ,manual
25753,tabuhan,tabuhan,ta.buh.an,ta.buh.an,manual
25754,tabuh,tabuh,ta.buh,ta.buh,manual
25755,tabulasi,tabulasi,ta.bu.la.si,ta.bu.la.si,manual
25756,tabulator,tabulator,ta.bu.la.tor,ta.bu.la.tor,manual
25757,tabungan,tabuŋan,ta.buŋ.an,ta.buŋan,LLM
25758,tabung,tabuŋ,ta.bung,ta.buŋ,manual
25759,taburan,taburan,ta.bur.an,ta.bur.an,manual
25760,tabur,tabur,ta.bur,ta.bur,manual
25761,tabu,tabu,ta.bu,ta.bu,manual
25762,tabut,tabut,ta.but,ta.but,manual
25763,tadahan,tadahan,ta.da.han,ta.da.han,LLM
25764,tadah,tadah,ta.dah,ta.dah,manual
25765,tadbir,tadbir,tad.bir,tad.bir,manual
25766,tadinya,tadiɲa,ta.di.nya,ta.di.ɲa,manual
25767,tadi,tadi,ta.di,ta.di,manual
25768,tafakur,tafakur,ta.fa.kur,ta.fa.kur,manual
25769,tafsiran,tafsiran,taf.sir.an,taf.sir.an,manual
25770,tafsir,tafsir,taf.sir,taf.sir,manual
25771,tagak,tagaʔ,ta.gak,ta.gaʔ,manual
25772,tagih,tagih,ta.gih,ta.gih,manual
25773,tahajud,tahadʒud,ta.ha.jud,ta.ha.dʒud,manual
25774,tahanan,tahanan,ta.ha.nan,ta.ha.nan,LLM
25775,tahan,tahan,ta.han,ta.han,manual
25776,tahapan,tahapan,ta.hap.an,ta.hap.an,manual
25777,tahap,tahap,ta.hap,ta.hap,manual
25778,tahbisan,tahbisan,tah.bis.an,tah.bis.an,manual
25779,tahil,tahil,ta.hil,ta.hil,manual
25780,tahir,tahir,ta.hir,ta.hir,manual
25781,tahi,tahi,ta.hi,ta.hi,manual
25782,tahniah,tahniah,tah.ni.ah,tah.ni.ah,manual
25783,tahta,tahta,ta.h.ta,ta.h.ta,LLM
25784,tahui,tahui,ta.hu.i,ta.hu.i,LLM
25785,tahunan,tahunan,ta.hu.nʔ.an,ta.hu.na.n,LLM
25786,tahun,tahun,ta.hun,ta.hun,manual
25787,tahu,tahu,ta.hu,ta.hu,manual
25788,tahyul,tahjul,ta.hyul,ta.hjul,LLM
25789,taib,taib,ta.ib,ta.ib,manual
25790,taifun,taifun,tai.fun,tai.fun,manual
25791,tajam,tadʒam,ta.jam,ta.dʒam,manual
25792,taja,tadʒa,ta.ja,ta.dʒa,manual
25793,tajin,tadʒin,ta.jin,ta.dʒin,manual
