word,phoneme,word_syllable_sequence,phoneme_syllable_sequence
celurut,tʃəlurut,ce.lu.rut,tʃə.lu.rut
celus,tʃəlus,ce.lus,tʃə.lus
celutak,tʃəlutaʔ,ce.lu.tak,tʃə.lu.taʔ
celutuk,tʃəlutuʔ,ce.lu.tuk,tʃə.lu.tuʔ
cemani,tʃəmani,ce.ma.ni,tʃə.ma.ni
cemaran,tʃəmaran,ce.mar.an,tʃə.mar.an
cemara,tʃəmara,ce.ma.ra,tʃə.ma.ra
cemar,tʃəmar,ce.mar,tʃə.mar
cemas,tʃəmas,ce.mas,tʃə.mas
cema,tʃema,ce.ma,tʃe.ma
cemat,tʃəmat,ce.mat,tʃə.mat
cembeng,tʃembeŋ,cem.beng,tʃem.beŋ
cemberut,tʃəmbərut,cem.be.rut,tʃəm.bə.rut
cembul,tʃəmbul,cem.bul,tʃəm.bul
cembung,tʃəmbuŋ,cem.bung,tʃəm.buŋ
cemburuan,tʃəmburuan,cem.bu.ru.an,tʃəm.bu.ru.an
cemburu,tʃəmburu,cem.bu.ru,tʃəm.bu.ru
cemeeh,tʃəmeeh,ce.me.eh,tʃə.me.ʔeh
cemeh,tʃemeh,ce.meh,tʃe.meh
cemekian,tʃəməkian,ce.me.ki.an,tʃə.mə.ki.an
cemerlang,tʃəmərlaŋ,ce.mer.lang,tʃə.mər.laŋ
cemer,tʃemer,ce.mer,tʃe.mer
cemeti,tʃəməti,ce.me.ti,tʃə.mə.ti
cemetuk,tʃəmətuʔ,ce.me.tuk,tʃə.mə.tuʔ
cemomot,tʃəmomot,ce.mo.mot,tʃə.mo.mot
cemong,tʃemoŋ,ce.mong,tʃe.moŋ
cemoohan,tʃəmoʔohan,ce.mo.oh.an,tʃə.mo.ʔoh.an
cemooh,tʃəmoʔoh,ce.mo.oh,tʃə.mo.ʔoh
cempaka,tʃəmpaka,cem.pa.ka,tʃəm.pa.ka
cempala,tʃəmpala,cem.pa.la,tʃəm.pa.la
cempana,tʃəmpana,cem.pa.na,tʃəm.pa.na
cempa,tʃəmpa,cem.pa,tʃəm.pa
cempedak,tʃəmpədaʔ,cem.pe.dak,tʃəm.pə.daʔ
cempek,tʃempeʔ,cem.pek,tʃem.peʔ
cempelik,tʃəmpəliʔ,cem.pe.lik,tʃəm.pə.liʔ
cemperai,tʃəmpərai,cem.pe.rai,tʃəm.pə.rai
cempera,tʃəmpəra,cem.pe.ra,tʃəm.pə.ra
cemperling,tʃəmpərliŋ,cem.per.ling,tʃəm.pər.liŋ
cempe,tʃəmpe,cem.pe,tʃəm.pe
cempiang,tʃəmpiaŋ,cem.pi.ang,tʃəm.pi.aŋ
cemping,tʃəmpiŋ,cem.ping,tʃəm.piŋ
cempin,tʃempin,cem.pin,tʃem.pin
cemplang,tʃəmplaŋ,cem.plang,tʃəm.plaŋ
cemplung,tʃəmpluŋ,cem.plung,tʃəm.pluŋ
cempor,tʃəmpor,cem.por,tʃəm.por
cempreng,tʃəmpreŋ,cem.preng,tʃəm.preŋ
cempung,tʃəmpuŋ,cem.pung,tʃəm.puŋ
cempurit,tʃəmpurit,cem.pu.rit,tʃəm.pu.rit
cemuas,tʃəmuas,ce.mu.as,tʃə.mu.as
cemuh,tʃəmuh,ce.muh,tʃə.muh
cemuk,tʃəmuʔ,ce.muk,tʃə.muʔ
cenak,tʃənaʔ,ce.nak,tʃə.naʔ
cenangau,tʃənaŋau,ce.na.ngau,tʃə.na.ŋau
cenangga,tʃənaŋga,ce.nang.ga,tʃə.naŋ.ga
cenangkas,tʃənaŋkas,ce.nang.kas,tʃə.naŋ.kas
cena,tʃena,ce.na,tʃe.na
cenayang,tʃənajaŋ,ce.na.yang,tʃə.na.jaŋ
cencala,tʃəntʃala,cen.ca.la,tʃən.tʃa.la
cencaluk,tʃəntʃaluʔ,cen.ca.luk,tʃən.tʃa.luʔ
cencangan,tʃəntʃaŋan,cen.cang.an,tʃən.tʃaŋ.an
cencang,tʃəntʃaŋ,cen.cang,tʃən.tʃaŋ
cencawan,tʃəntʃawan,cen.ca.wan,tʃən.tʃa.wan
cendala,tʃəndala,cen.da.la,tʃən.da.la
cendana,tʃəndana,cen.da.na,tʃən.da.na
cendang,tʃendaŋ,cen.dang,tʃen.daŋ
cendawan,tʃəndawan,cen.da.wan,tʃən.da.wan
cendayam,tʃəndajam,cen.da.yam,tʃən.da.jam
cendekia,tʃəndəkia,cen.de.ki.a,tʃən.də.ki.a
cendekiawan,tʃəndəkiawan,cen.de.ki.a.wan,tʃən.də.ki.a.wan
cenderai,tʃəndərai,cen.de.rai,tʃən.də.rai
cenderasa,tʃəndərasa,cen.de.ra.sa,tʃən.də.ra.sa
cendera,tʃəndəra,cen.de.ra,tʃən.də.ra
cenderawasih,tʃəndərawasih,cen.de.ra.wa.sih,tʃən.də.ra.wa.sih
cenderung,tʃəndəruŋ,cen.de.rung,tʃən.də.ruŋ
cendok,tʃendoʔ,cen.dok,tʃen.doʔ
cendol,tʃendol,cen.dol,tʃen.dol
cenduai,tʃənduai,cen.du.ai,tʃən.du.ai
cenela,tʃənela,ce.ne.la,tʃə.ne.la
cengal,tʃəŋal,ce.ngal,tʃə.ŋal
cengam,tʃəŋam,ce.ngam,tʃə.ŋam
cengang,tʃəŋaŋ,ce.ngang,tʃə.ŋaŋ
cengap,tʃəŋap,ce.ngap,tʃə.ŋap
cengbeng,tʃeŋbeŋ,ceng.beng,tʃeŋ.beŋ
cengcong,tʃeŋtʃoŋ,ceng.cong,tʃeŋ.tʃoŋ
cengeh,tʃeŋeh,ce.ngeh,tʃe.ŋeh
cengek,tʃeŋeʔ,ce.ngek,tʃe.ŋeʔ
cengengesan,tʃəŋeŋesan,ce.nge.nges.an,tʃə.ŋe.ŋes.an
cengeng,tʃeŋeŋ,ce.ngeng,tʃe.ŋeŋ
cenggeret,tʃəŋgeret,ceng.ge.ret,tʃəŋ.ge.ret
cengger,tʃeŋger,ceng.ger,tʃeŋ.ger
cengir,tʃəŋir,ce.ngir,tʃə.ŋir
cengis,tʃəŋis,ce.ngis,tʃə.ŋis
cengi,tʃəŋi,ce.ngi,tʃə.ŋi
cengkal,tʃəŋkal,ceng.kal,tʃəŋ.kal
cengkaman,tʃəŋkaman,ceng.kam.an,tʃəŋ.kam.an
cengkam,tʃəŋkam,ceng.kam,tʃəŋ.kam
cengkar,tʃəŋkar,ceng.kar,tʃəŋ.kar
cengkaruk,tʃəŋkaruʔ,ceng.ka.ruk,tʃəŋ.ka.ruʔ
cengkau,tʃəŋkau,ceng.kau,tʃəŋ.kau
cengkedi,tʃəŋkədi,ceng.ke.di,tʃəŋ.kə.di
cengkek,tʃeŋkeʔ,ceng.kek,tʃeŋ.keʔ
cengkelong,tʃəŋkəloŋ,ceng.ke.long,tʃəŋ.kə.loŋ
cengkeraman,tʃəŋkəraman,ceng.ke.ram.an,tʃəŋ.kə.ram.an
cengkerama,tʃəŋkərama,ceng.ke.ra.ma,tʃəŋ.kə.ra.ma
cengkeram,tʃəŋkəram,ceng.ke.ram,tʃəŋ.kə.ram
cengkerawak,tʃəŋkərawaʔ,ceng.ke.ra.wak,tʃəŋ.kə.ra.waʔ
cengkerik,tʃəŋkəriʔ,ceng.ke.rik,tʃəŋ.kə.riʔ
cengkering,tʃəŋkəriŋ,ceng.ke.ring,tʃəŋ.kə.riŋ
cengkerung,tʃəŋkəruŋ,ceng.ke.rung,tʃəŋ.kə.ruŋ
cengkih,tʃəŋkih,ceng.kih,tʃəŋ.kih
cengking,tʃəŋkiŋ,ceng.king,tʃəŋ.kiŋ
cengkir,tʃəŋkir,ceng.kir,tʃəŋ.kir
cengki,tʃeŋki,ceng.ki,tʃeŋ.ki
cengkok,tʃeŋkoʔ,ceng.kok,tʃeŋ.koʔ
cengkol,tʃeŋkol,ceng.kol,tʃeŋ.kol
cengkong,tʃeŋkoŋ,ceng.kong,tʃeŋ.koŋ
cengkung,tʃəŋkuŋ,ceng.kung,tʃəŋ.kuŋ
cengkurai,tʃəŋkurai,ceng.ku.rai,tʃəŋ.ku.rai
cengli,tʃeŋli,ceng.li,tʃeŋ.li
ceng,tʃeŋ,ceng,tʃeŋ
ceng,tʃəŋ,ceng,tʃəŋ
cengung,tʃəŋuŋ,ce.ngung,tʃə.ŋuŋ
cengut,tʃəŋut,ce.ngut,tʃə.ŋut
centang,tʃentaŋ,cen.tang,tʃen.taŋ
centang,tʃəntaŋ,cen.tang,tʃən.taŋ
centeng,tʃenteŋ,cen.teng,tʃen.teŋ
centeng,tʃənteŋ,cen.teng,tʃən.teŋ
centet,tʃəntet,cen.tet,tʃən.tet
centil,tʃəntil,cen.til,tʃən.til
centong,tʃentoŋ,cen.tong,tʃen.toŋ
centung,tʃəntuŋ,cen.tung,tʃən.tuŋ
cenung,tʃənuŋ,ce.nung,tʃə.nuŋ
cepak,tʃepaʔ,ce.pak,tʃe.paʔ
cepak,tʃəpaʔ,ce.pak,tʃə.paʔ
cepal,tʃəpal,ce.pal,tʃə.pal
cepatnya,tʃəpatɲa,ce.pat.nya,tʃə.pat.ɲa
cepat,tʃəpat,ce.pat,tʃə.pat
cepek,tʃəpeʔ,ce.pek,tʃə.peʔ
cepengan,tʃəpeŋan,ce.peng.an,tʃə.peŋ.an
cepeng,tʃəpeŋ,ce.peng,tʃə.peŋ
ceper,tʃeper,ce.per,tʃe.per
cepiau,tʃəpiau,ce.pi.au,tʃə.pi.au
ceplas,tʃəplas,cep.las,tʃəp.las
ceples,tʃepləs,cep.les,tʃep.ləs
ceplok,tʃəploʔ,cep.lok,tʃəp.loʔ
ceplos,tʃəplos,cep.los,tʃəp.los
cepol,tʃəpol,ce.pol,tʃə.pol
cepo,tʃəpo,ce.po,tʃə.po
cepuk,tʃəpuʔ,ce.puk,tʃə.puʔ
cepu,tʃəpu,ce.pu,tʃə.pu
cerabah,tʃərabah,ce.ra.bah,tʃə.ra.bah
cerabih,tʃərabih,ce.ra.bih,tʃə.ra.bih
cerabut,tʃərabut,ce.ra.but,tʃə.ra.but
ceracak,tʃəratʃaʔ,ce.ra.cak,tʃə.ra.tʃaʔ
ceracam,tʃəratʃam,ce.ra.cam,tʃə.ra.tʃam
ceracap,tʃəratʃap,ce.ra.cap,tʃə.ra.tʃap
ceracau,tʃəratʃau,ce.ra.cau,tʃə.ra.tʃau
cerah,tʃərah,ce.rah,tʃə.rah
cerai,tʃərai,ce.rai,tʃə.rai
ceraka,tʃəraka,ce.ra.ka,tʃə.ra.ka
cerakin,tʃərakin,ce.ra.kin,tʃə.ra.kin
ceramah,tʃəramah,ce.ra.mah,tʃə.ra.mah
cerana,tʃərana,ce.ra.na,tʃə.ra.na
cerancang,tʃərantʃaŋ,ce.ran.cang,tʃə.ran.tʃaŋ
ceranggah,tʃəraŋgah,ce.rang.gah,tʃə.raŋ.gah
cerangka,tʃəraŋka,ce.rang.ka,tʃə.raŋ.ka
cerang,tʃəraŋ,ce.rang,tʃə.raŋ
cerapan,tʃərapan,ce.rap.an,tʃə.rap.an
cerap,tʃərap,ce.rap,tʃə.rap
ceratai,tʃəratai,ce.ra.tai,tʃə.ra.tai
ceratan,tʃəratan,ce.rat.an,tʃə.rat.an
cerat,tʃərat,ce.rat,tʃə.rat
ceratuk,tʃəratuʔ,ce.ra.tuk,tʃə.ra.tuʔ
cerau,tʃərau,ce.rau,tʃə.rau
cerawat,tʃərawat,ce.ra.wat,tʃə.ra.wat
cerbak,tʃərbaʔ,cer.bak,tʃər.baʔ
cercaan,tʃərtʃaʔan,cer.ca.an,tʃər.tʃa.ʔan
cercah,tʃərtʃah,cer.cah,tʃər.tʃah
cercak,tʃərtʃaʔ,cer.cak,tʃər.tʃaʔ
cercap,tʃərtʃap,cer.cap,tʃər.tʃap
cerca,tʃərtʃa,cer.ca,tʃər.tʃa
cerdas,tʃərdas,cer.das,tʃər.das
cerdik,tʃərdiʔ,cer.dik,tʃər.diʔ
cerecek,tʃəretʃeʔ,ce.re.cek,tʃə.re.tʃeʔ
cerek,tʃereʔ,ce.rek,tʃe.reʔ
ceremai,tʃərəmai,ce.re.mai,tʃə.rə.mai
cerempung,tʃərəmpuŋ,ce.rem.pung,tʃə.rəm.puŋ
cere,tʃəre,ce.re,tʃə.re
cerewet,tʃərewet,ce.re.wet,tʃə.re.wet
cergas,tʃərgas,cer.gas,tʃər.gas
ceria,tʃəria,ce.ri.a,tʃə.ri.a
cericap,tʃəritʃap,ce.ri.cap,tʃə.ri.tʃap
cericau,tʃəritʃau,ce.ri.cau,tʃə.ri.tʃau
cericip,tʃəritʃip,ce.ri.cip,tʃə.ri.tʃip
ceriga,tʃəriga,ce.ri.ga,tʃə.ri.ga
cerih,tʃərih,ce.rih,tʃə.rih
ceritaan,tʃəritaʔan,ce.ri.ta.an,tʃə.ri.ta.ʔan
ceritakan,tʃəritakan,ce.ri.ta.kan,tʃə.ri.ta.kan
ceritanya,tʃəritaɲa,ce.ri.ta.nya,tʃə.ri.ta.ɲa
cerita,tʃərita,ce.ri.ta,tʃə.ri.ta
ceritera,tʃəritəra,ce.ri.te.ra,tʃə.ri.tə.ra
ceri,tʃeri,ce.ri,tʃe.ri
ceri,tʃəri,ce.ri,tʃə.ri
ceriwis,tʃəriwis,ce.ri.wis,tʃə.ri.wis
cerkam,tʃərkam,cer.kam,tʃər.kam
cerkau,tʃərkau,cer.kau,tʃər.kau
cerlang,tʃərlaŋ,cer.lang,tʃər.laŋ
cerlih,tʃərlih,cer.lih,tʃər.lih
cerling,tʃərliŋ,cer.ling,tʃər.liŋ
cermai,tʃərmai,cer.mai,tʃər.mai
cermat,tʃərmat,cer.mat,tʃərm.at
cerminan,tʃərminan,cer.min.an,tʃər.min.an
cermin,tʃərmin,cer.min,tʃər.min
cerna,tʃərna,cer.na,tʃər.na
ceroboh,tʃəroboh,ce.ro.boh,tʃə.ro.boh
cerobong,tʃəroboŋ,ce.ro.bong,tʃə.ro.boŋ
cerocok,tʃərotʃoʔ,ce.ro.cok,tʃə.ro.tʃoʔ
cerocos,tʃərotʃos,ce.ro.cos,tʃə.ro.tʃos
cerompong,tʃərompoŋ,ce.rom.pong,tʃə.rom.poŋ
ceronggah,tʃəroŋgah,ce.rong.gah,tʃə.roŋ.gah
ceropong,tʃəropoŋ,ce.ro.pong,tʃə.ro.poŋ
ceroteh,tʃəroteh,ce.ro.teh,tʃə.ro.teh
cerpelai,tʃərpəlai,cer.pe.lai,tʃər.pə.lai
cerpenis,tʃərpenis,cer.pe.nis,tʃər.pe.nis
cerpen,tʃərpen,cer.pen,tʃər.pen
cerpu,tʃərpu,cer.pu,tʃər.pu
cerucuh,tʃərutʃuh,ce.ru.cuh,tʃə.ru.tʃuh
cerucuk,tʃərutʃuʔ,ce.ru.cuk,tʃə.ru.tʃuʔ
cerucup,tʃərutʃup,ce.ru.cup,tʃə.ru.tʃup
ceruh,tʃəruh,ce.ruh,tʃə.ruh
ceruk,tʃəruʔ,ce.ruk,tʃə.ruʔ
cerun,tʃərun,ce.run,tʃə.run
cerup,tʃərup,ce.rup,tʃə.rup
cerut,tʃərut,ce.rut,tʃə.rut
cerutu,tʃərutu,ce.ru.tu,tʃə.ru.tu
cespleng,tʃəspləŋ,ces.pleng,tʃəs.pləŋ
cetai,tʃətai,ce.tai,tʃə.tai
cetakan,tʃetakan,ce.tak.an,tʃe.tak.an
cetak,tʃetaʔ,ce.tak,tʃe.taʔ
ce',tʃeʔ,ce',tʃeʔ
ce,tʃe,ce,tʃe
ce,tʃə,ce,tʃə
cetek,tʃeteʔ,ce.tek,tʃe.teʔ
cetek,tʃəteʔ,ce.tek,tʃə.teʔ
ceteng,tʃeteŋ,ce.teng,tʃe.teŋ
cetera,tʃətəra,ce.te.ra,tʃə.tə.ra
ceteri,tʃətəri,ce.te.ri,tʃə.tə.ri
ceter,tʃəter,ce.ter,tʃə.ter
ceti,tʃeti,ce.ti,tʃe.ti
cetok,tʃetoʔ,ce.tok,tʃe.toʔ
cetok,tʃətoʔ,ce.tok,tʃə.toʔ
cetusan,tʃətusan,ce.tus.an,tʃə.tus.an
cetus,tʃətus,ce.tus,tʃə.tus
cewang,tʃewaŋ,ce.wang,tʃe.waŋ
cewek,tʃeweʔ,ce.wek,tʃe.weʔ
china,tʃhina,chi.na,tʃi.na
ciak,tʃiaʔ,ci.ak,tʃi.aʔ
cialat,tʃialat,ci.a.lat,tʃi.a.lat
ciap,tʃiap,ci.ap,tʃi.ap
ciar,tʃiar,ci.ar,tʃi.ar
cibir,tʃibir,ci.bir,tʃi.bir
cibit,tʃibit,ci.bit,tʃi.bit
ciblon,tʃiblon,cib.lon,tʃib.lon
cibuk,tʃibuʔ,ci.buk,tʃi.buʔ
cicak,tʃitʃaʔ,ci.cak,tʃi.tʃaʔ
cicik,tʃitʃiʔ,ci.cik,tʃi.tʃiʔ
cicilan,tʃitʃilan,ci.cil.an,tʃi.tʃil.an
cicil,tʃitʃil,ci.cil,tʃi.tʃil
cicinda,tʃitʃinda,ci.cin.da,tʃi.tʃin.da
cicip,tʃitʃip,ci.cip,tʃi.tʃip
cicir,tʃitʃir,ci.cir,tʃi.tʃir
cicit,tʃitʃit,ci.cit,tʃi.tʃit
cidera,tʃidəra,ci.de.ra,tʃi.də.ra
cidomo,tʃidomo,ci.do.mo,tʃi.do.mo
cidukan,tʃidukan,ci.duk.an,tʃi.duk.an
ciduk,tʃiduʔ,ci.duk,tʃi.duʔ
cigak,tʃigaʔ,ci.gak,tʃi.gaʔ
cih,tʃih,cih,tʃih
cikal,tʃikal,ci.kal,tʃi.kal
cikar,tʃikar,ci.kar,tʃi.kar
cika,tʃika,ci.ka,tʃi.ka
cikok,tʃikoʔ,ci.kok,tʃi.koʔ
cikrak,tʃiʔraʔ,cik.rak,tʃik.raʔ
cik,tʃiʔ,cik,tʃiʔ
cikun,tʃikun,ci.kun,tʃi.kun
cikutan,tʃikutan,ci.kut.an,tʃi.kut.an
ciku,tʃiku,ci.ku,tʃi.ku
cikut,tʃikut,ci.kut,tʃi.kut
cilap,tʃilap,ci.lap,tʃi.lap
cilawagi,tʃilawagi,ci.la.wa.gi,tʃi.la.wa.gi
cilik,tʃiliʔ,ci.lik,tʃi.liʔ
ciling,tʃiliŋ,ci.ling,tʃi.liŋ
cili,tʃili,ci.li,tʃi.li
cilok,tʃiloʔ,ci.lok,tʃi.loʔ
cimplong,tʃimploŋ,cim.plong,tʃim.ploŋ
cina,tʃina,ci.na,tʃi.na
cincang,tʃintʃaŋ,cin.cang,tʃin.tʃaŋ
cincau,tʃintʃau,cin.cau,tʃin.tʃau
cincin,tʃintʃin,cin.cin,tʃin.tʃin
cincong,tʃintʃoŋ,cin.cong,tʃin.tʃoŋ
cincu,tʃintʃu,cin.cu,tʃin.tʃu
cindai,tʃindai,cin.dai,tʃin.dai
cindaku,tʃindaku,cin.da.ku,tʃin.da.ku
cinda,tʃinda,cin.da,tʃin.da
cinde,tʃinde,cin.de,tʃin.de
cindil,tʃindil,cin.dil,tʃin.dil
cingak,tʃiŋaʔ,ci.ngak,tʃi.ŋaʔ
cingam,tʃiŋam,ci.ngam,tʃi.ŋam
cingangah,tʃiŋaŋah,ci.nga.ngah,tʃi.ŋa.ŋah
cingge,tʃiŋge,cing.ge,tʃiŋ.ge
cingkat,tʃiŋkat,cing.kat,tʃiŋ.kat
cingkrang,tʃiŋʔraŋ,cing.krang,tʃiŋ.kraŋ
cing,tʃiŋ,cing,tʃiŋ
cinguk,tʃiŋuʔ,ci.nguk,tʃi.ŋuʔ
cingur,tʃiŋur,ci.ngur,tʃi.ŋur
cinta-kasih,tʃintakasih,cin.ta-.ka.sih,tʃin.ta.ka.sih
cintamani,tʃintamani,cin.ta.ma.ni,tʃin.ta.ma.ni
cintanya,tʃintaɲa,cin.ta.nya,tʃin.ta.ɲa
cinta,tʃinta,cin.ta,tʃin.ta
cintrong,tʃintroŋ,cin.trong,tʃin.troŋ
cipai,tʃipai,ci.pai,tʃi.pai
cipan,tʃipan,ci.pan,tʃi.pan
ciplak,tʃiplaʔ,cip.lak,tʃip.laʔ
cipok,tʃipoʔ,ci.pok,tʃi.poʔ
cipratan,tʃipratan,cip.rat.an,tʃip.rat.an
ciprat,tʃiprat,cip.rat,tʃip.rat
ciptaannya,tʃiptaʔanɲa,cip.ta.an.nya,tʃip.ta.ʔan.ɲa
ciptaan,tʃiptaʔan,cip.ta.an,tʃip.ta.ʔan
ciptakan,tʃiptakan,cip.ta.kan,tʃip.ta.kan
cipta,tʃipta,cip.ta,tʃip.ta
cip,tʃip,cip,tʃip
circir,tʃirtʃir,cir.cir,tʃir.tʃir
ciri,tʃiri,ci.ri,tʃi.ri
cirit,tʃirit,ci.rit,tʃi.rit
cir,tʃir,cir,tʃir
cis,tʃis,cis,tʃis
cita-cita,tʃitatʃita,ci.ta-.ci.ta,tʃi.ta.tʃi.ta
citanya,tʃitaɲa,ci.ta.nya,tʃi.ta.ɲa
citarasa,tʃitarasa,ci.ta.ra.sa,tʃi.ta.ra.sa
cita,tʃita,ci.ta,tʃi.ta
ci,tʃi,ci,tʃi
citraan,tʃitraʔan,cit.ra.an,tʃit.ra.ʔan
citra,tʃitra,cit.ra,tʃit.ra
cit,tʃit,cit,tʃit
ciuman,tʃiuman,ci.um.an,tʃi.um.an
cium,tʃium,ci.um,tʃi.um
ciu,tʃiu,ci.u,tʃi.u
ciut,tʃiut,ci.ut,tʃi.ut
cm,tʃm,cm,tʃəm
coak,tʃoaʔ,co.ak,tʃo.aʔ
coang,tʃoaŋ,co.ang,tʃo.aŋ
cobaan,tʃobaʔan,co.ba.an,tʃo.ba.ʔan
cobak,tʃobaʔ,co.bak,tʃo.baʔ
cobalah,tʃobalah,co.ba.lah,tʃo.ba.lah
coban,tʃoban,co.ban,tʃo.ban
coba,tʃoba,co.ba,tʃo.ba
cobek,tʃobeʔ,co.bek,tʃo.beʔ
coblos,tʃoblos,cob.los,tʃob.los
cocok,tʃotʃoʔ,co.cok,tʃo.tʃoʔ
cocol,tʃotʃol,co.col,tʃo.tʃol
cocor,tʃotʃor,co.cor,tʃo.tʃor
codak,tʃodaʔ,co.dak,tʃo.daʔ
codet,tʃodet,co.det,tʃo.det
codot,tʃodot,co.dot,tʃo.dot
cogah,tʃogah,co.gah,tʃo.gah
cogan,tʃogan,co.gan,tʃo.gan
cogok,tʃogoʔ,co.gok,tʃo.goʔ
cokar,tʃokar,co.kar,tʃo.kar
cokek,tʃokeʔ,co.kek,tʃo.keʔ
cokelat,tʃokəlat,co.ke.lat,tʃo.kə.lat
coket,tʃoket,co.ket,tʃo.ket
coklat,tʃoʔlat,cok.lat,tʃok.lat
cokmar,tʃoʔmar,cok.mar,tʃoʔ.mar
cokok,tʃokoʔ,co.kok,tʃo.koʔ
cokol,tʃokol,co.kol,tʃo.kol
coko,tʃoko,co.ko,tʃo.ko
cok,tʃoʔ,cok,tʃoʔ
colak,tʃolaʔ,co.lak,tʃo.laʔ
colekan,tʃolekan,co.lek.an,tʃo.lek.an
colek,tʃoleʔ,co.lek,tʃo.leʔ
coleng,tʃoleŋ,co.leng,tʃo.leŋ
coli,tʃoli,co.li,tʃo.li
colok,tʃoloʔ,co.lok,tʃo.loʔ
colong,tʃoloŋ,co.long,tʃo.loŋ
colot,tʃolot,co.lot,tʃo.lot
comberan,tʃomberan,com.ber.an,tʃom.ber.an
comblang,tʃomblaŋ,com.blang,tʃom.blaŋ
combong,tʃomboŋ,com.bong,tʃom.boŋ
comek,tʃomeʔ,co.mek,tʃo.meʔ
comelan,tʃomelan,co.mel.an,tʃo.mel.an
comel,tʃomel,co.mel,tʃo.mel
comor,tʃomor,co.mor,tʃo.mor
comotan,tʃomotan,co.mot.an,tʃo.mot.an
comot,tʃomot,co.mot,tʃo.mot
compang-camping,tʃompaŋtʃampiŋ,com.pang-.cam.ping,tʃom.paŋ.tʃam.piŋ
-compeng,tʃompeŋ,-com.peng,tʃom.peŋ
compeng,tʃompeŋ,com.peng,tʃom.peŋ
compes,tʃompes,com.pes,tʃom.pes
compoh,tʃompoh,com.poh,tʃom.poh
compreng,tʃompreŋ,com.preng,tʃom.preŋ
comro,tʃomro,com.ro,tʃom.ro
concong,tʃontʃoŋ,con.cong,tʃon.tʃoŋ
condong,tʃondoŋ,con.dong,tʃon.doŋ
conet,tʃonet,co.net,tʃo.net
congak,tʃoŋaʔ,co.ngak,tʃo.ŋaʔ
congeh,tʃoŋeh,co.ngeh,tʃo.ŋeh
congek,tʃoŋeʔ,co.ngek,tʃo.ŋeʔ
conggah,tʃoŋgah,cong.gah,tʃoŋ.gah
congget,tʃoŋget,cong.get,tʃoŋ.get
conggok,tʃoŋgoʔ,cong.gok,tʃoŋ.goʔ
congkah,tʃoŋkah,cong.kah,tʃoŋ.kah
congkak,tʃoŋkaʔ,cong.kak,tʃoŋ.kaʔ
congki,tʃoŋki,cong.ki,tʃoŋ.ki
congklang,tʃoŋʔlaŋ,cong.klang,tʃoŋ.klaŋ
congkok,tʃoŋkoʔ,cong.kok,tʃoŋ.koʔ
congkong,tʃoŋkoŋ,cong.kong,tʃoŋ.koŋ
congok,tʃoŋoʔ,co.ngok,tʃo.ŋoʔ
congol,tʃoŋol,co.ngol,tʃo.ŋol
congor,tʃoŋor,co.ngor,tʃo.ŋor
congo,tʃoŋo,co.ngo,tʃo.ŋo
congsam,tʃoŋsam,cong.sam,tʃoŋ.sam
contengan,tʃonteŋan,con.teng.an,tʃon.teŋ.an
conteng,tʃonteŋ,con.teng,tʃon.teŋ
contohlah,tʃontohlah,con.toh.lah,tʃon.toh.lah
contohnya,tʃontohɲa,con.toh.nya,tʃon.toh.ɲa
contoh,tʃontoh,con.toh,tʃon.toh
contong,tʃontoŋ,con.tong,tʃon.toŋ
copet,tʃopet,co.pet,tʃo.pet
coplok,tʃoploʔ,cop.lok,tʃop.loʔ
copot,tʃopot,co.pot,tʃo.pot
cop,tʃop,cop,tʃop
corak,tʃoraʔ,co.rak,tʃo.raʔ
coran,tʃoran,co.ran,tʃo.ran
corek,tʃoreʔ,co.rek,tʃo.reʔ
coreng,tʃoreŋ,co.reng,tʃo.reŋ
coretan,tʃoretan,co.ret.an,tʃo.ret.an
coret,tʃoret,co.ret,tʃo.ret
corong,tʃoroŋ,co.rong,tʃo.roŋ
coro,tʃoro,co.ro,tʃo.ro
corot,tʃorot,co.rot,tʃo.rot
cor,tʃor,cor,tʃor
cotok,tʃotoʔ,co.tok,tʃo.toʔ
cowokan,tʃowokan,co.wok.an,tʃo.wok.an
cowok,tʃowoʔ,co.wok,tʃo.woʔ
crat,tʃrat,crat,tʃrat
criping,tʃripiŋ,cri.ping,tʃri.piŋ
crit,tʃrit,crit,tʃrit
cuaca,tʃuatʃa,cu.a.ca,tʃu.a.tʃa
cuai,tʃuai,cu.ai,tʃu.ai
cuak,tʃuaʔ,cu.ak,tʃu.aʔ
cual,tʃual,cu.al,tʃu.al
cuang,tʃuaŋ,cu.ang,tʃu.aŋ
cuar,tʃuar,cu.ar,tʃu.ar
cuatan,tʃuatan,cu.at.an,tʃu.at.an
cuat,tʃuat,cu.at,tʃu.at
cua,tʃua,cu.a,tʃu.a
cuba,tʃuba,cu.ba,tʃu.ba
cubitan,tʃubitan,cu.bit.an,tʃu.bit.an
cubit,tʃubit,cu.bit,tʃu.bit
cublik,tʃubliʔ,cub.lik,tʃub.liʔ
cubung,tʃubuŋ,cu.bung,tʃu.buŋ
cuca,tʃutʃa,cu.ca,tʃu.tʃa
cucian,tʃutʃian,cu.ci.an,tʃu.tʃi.an
cuci,tʃutʃi,cu.ci,tʃu.tʃi
cucuh,tʃutʃuh,cu.cuh,tʃu.tʃuh
cucuk,tʃutʃuʔ,cu.cuk,tʃu.tʃuʔ
